name,dialog
Peppor, F-Fine. So you're staying.
Peppor, E-Enjoy your stay. Shake it!
Solt, Returning so awfully soon? ~~~Yes ~~~Not yet
Solt, Are you certainly certain!? It will be 'game over' if you leave! ~~~I'm certainly certain! ~~~Wait a momentous moment!
Solt, So you will be staying!
Solt, Please enjoy your stay! And thank you!
Peppor, You can't shake it out from there.
Solt, Please be surely sure to talk to us when you wish to leave!
Peppor," So, you've decided to shake it on outta here."
Solt," Please be carefully careful! Next time we meet, the Shaker Brothers will win for sure!"
Peppor, Y-You heard the man. You better be ready! Well then... Good-bye.
Kid, Huh!? What the...!? You have a problem? It ain't like I'm lookin' for someone to pickpocket or lookin' for loose change!
Kid, Tch... Fine... Here's a special treat... I'll change the characters' names for ya. Whose name do you wanna change?
Kid, Hah! Have it yer way. See ya.
Kid, You still wanna continue? ~~~Yes ~~~I'll quit
Kid, Fine. Be my guest.
Leena," Oh, he's back!"
Leena," Hi, honey! How'd it go?"
Man," He almost had one! He hit a 10 foot lion shark, but it got away, just as he was about to hoist it up."
Leena," Ooooh... That's too bad. But I still can't believe you used to be a housekeeper, Serge. You really are something!"
Man," You said it. I've been fishing all my life, and I've yet to come across someone so talented. I sure got myself a great apprentice. I give him a perfect 10!"
Leena," Me, too! A perfect 10!"
Man," There's no doubt, this guy's going to make it big!"
Leena, Oh yeah! A superstar!
Man," He'll be all set to marry you, Leena, and settle down to a sweet, loving family! You go girl!"
Leena," Oh yeah! Go, go!!!"
Leena, ...I mean... Hey!
Man, Hah ha ha! There's nothing to be embarrassed of!
Leena, Oh! Pu-lease!
Kid," ~~~~~See ya, Serge..."
Man," Hm? What is it, Serge? Huh? No, I didn't hear nothin'. You're probably just tired. We had it tough out there."
Leena," That's right. OK, then! Come on, Serge, I'll make you a nice lunch. You have to eat a lot of protein and build up those muscles!"
Man, Oh man... You lovebirds...!
Leena, Come on! Stop teasing me!
Man, Hah ha ha! There's nothing to be embarrassed of!
Kid," I got you now, LYNX!!!"
Kid," Oi! That's the Frozen Flame, ain't it!?"
Lynx, Are you one of the Radical Dreamers!?
Kid, Shut up! In the name of Lucca...!!!
Lynx, Hah...! What are you talking abou...
Lynx, Ughhhhhh!!!
Kid, Heh-heh-heh......
Kid, HA-HA-HA-HA-HAAA!
Kid, Kill two birds with one stone! Heh-heh!
Karsh, Teeeen-huuut!
Karsh," I introduce to you, the new lord of El Nido... General Kid!"
Karsh, General...
Acacia Dragoon, General! I have important news! The Porre army is heading this way!!!
Acacia Dragoon, HUH!?
Acacia Dragoon, What!?
Zoah, ARGH!!!
Karsh, Fall in line!!!
System," Later... The Acacia Dragoons, led by General Kid... went on to conquer the neighboring countries with ease... It was the birth of a new sovereign nation... The Acacia Empire... And standing next to General Kid's throne... was the Frozen Flame..."
Kid, Why the bloody hell do I have to do this!?
Norris," Stop complaining, 'Bloody Rose.' A spy must conduct field investigations."
Kid, Since when did I become a spy!?
Kid, And quit it with that code name stuff!
Norris, You do not like it? Then how about 'Red Scorpion?'
Kid, That's not the bloody point!
Norris," Yes, sir!"
Kid," Alright, fine... I'll do it. Ya did save me life by getting me the Hydra Humour, I'spose..."
Kid, But none of that code name rubbish!
Kid, Damn! Now where in hell did Serge and them go...?
Leena, Ummm... Excuse me... You have a customer...
Leena," Hmph...! What's so good about Termina anyway...? (I can't believe he decided to work here, even though I found him a job in Arni!!!)"
Leena, OHHH MY!!! I think this Element may be rotten...!? Is this the kind of merchandise you sell to your customers!?
Leena," No, I'm pretty sure the smell is coming from this shop... Coming from your ROTTEN personality!"
Leena, ......!!!
Leena, AHHHHHH...!!! Why does it have to turn out like this!?
Kid, What's eatin' her? That girl needs to take it easy...
Kid," Oi, mate! How's work goin'? I hope you're not cheatin' the shop of all this booty!"
Kid, Hah... I was just kiddin'!
Kid, Let's see here... You got any good Elements?
Kid," You recommend anything, mate!?"
Kid," You really don't talk much, do you? How do you expect to do good business?"
Kid, Listen you...!!! Get off yer high horse! Just because you won the Viper Festival beauty pageant... You only won because this town is filled with a bunch of hags! Just remember that!
Kid, ......!!! (Bugger! How'd she know 'bout that!?)
Kid, AHHH! KORCHA!
Korcha," Don'tCHA worry, Kid. I voted for ya!"
Kid, Sheesh...! I'm honored!
Korcha, Well...ummm... You know... About that agreement we had... Why don'tCHA tell me your answer?
Korcha," ...Y-You don't have to answer immediately, but... How about just gettin' engaged for now, you know...!?"
Korcha," We'll have a blast together! I'll treat ya right! We can go fishin' everyday, and I'll take you anywhere thatCHA wanna go in my boat! We'll settle down in Guldove and raise a happy family! Well?"
Macha," 'Well,' what? Aren'tCHA happy with the way things are, now?"
Korcha, Ma!? WhatCHA doin' here?
Macha," Aren't I allowed to go shoppin'!? From the sounds of it, you just hit puberty!"
Korcha," W-Whatever, ma!"
Solt," Is something wrongly wrong, Monsieur Pierre? This is it! There is no turning back now!"
Peppor, Shake it! Pierre! Solt!
Peppor," J-Just you wait, Lynx! We'll teach you a lesson about General Viper's spice, I mean, spite! Shake it and say your prayers! ...Not that it'll do you any good!"
Solt, Monsieur Pierre! Let us be on our way!
Pierre, Actually... Moi seem to have an upset stomach from last night's party at Monsieur Zappa's. It is not a good idea for moi to run...
Solt, ...Are you seriously serious about being a hero?
Peppor, Th-That's pathetic!!!
Pierre, P-Please! Do not run!!!
Peppor, H-Huh!? What just happened!?
Peppor, W-What are we doin' out here!?
Peppor, W-We're so high up! I-Is this thing floatin'!?
Solt, Our bodies seem to have passed through the floor just now...
Peppor," Th-This sure is some fort... Huh, Pierre? ......!?"
Peppor," W-What's shakin', Pierre? You alright? You don't look so well. W-Who knows if there'll be a toilet up ahead! Shake it and hold it in!"
Pierre, Moi should be fine... Moi am a hero... I-I'll do mon best...
Peppor, W-We shook out a lot of cash to hire you! You better!!!
Peppor, S-Someone shake it and open that door!
Solt," We shall leave this up to you, Peppor!"
Peppor, W-Why me!?
Pierre," Tah ta-tah! Moi say we decide this with a game of rock, paper, scissors. That would be appropriate, non?"
Peppor," G-Good idea! You're a true hero, alright! OK, ready...? Rock, paper, scissor... SHAKE!"
Solt, ......
Solt," It is you, Monsieur Pierre!"
Pierre," Ohhhhhh... Moi feel the squirts coming on...! Oh, the pain... the pain..."
Peppor," ...Ohhh man... Alright, let's shake another game..."
Pierre," Oui, oui, oui!!! Indeed!"
System, The three of them were never heard from again...
Leena," Come on, Lisa! What are you doing!? We won't be able to get good seats if we don't leave now!"
Leena, What!? I don't believe this... Hurry up and find them! We'll be standing all the way in the back at this rate!
Leena, But I never knew she was so talented. Nikki was almost begging her to join.
Leena," My, my... Don't we have an ego..."
Leena," Yeah, come on! We have to hurry!"
Nikki," To all you rockers out there in Termina! Many thanks for coming out to see our gig! I hope you're all having a great time at the Viper Festival! At this time, I'd like to introduce some of our new band members!"
Nikki," On percussion, Serge!!!"
Nikki," And on vocals, we have Kid!!!"
Kid," Oi, everyone! I'm the new vocalist for the Magical Dreamers! Kid's me name! You guys ready to rock!?"
Nikki," Last, but not least, our mascot, Razzly!!!"
Nikki," With our new, powerful line-up, we're gonna rock you out of this world! And now, our opening number...!"
Harle," Salut, Monsieur Lynx! Did you dream of moi? Ooh lah lah!"
Harle, We have another grand day ahead of us!
Harle," Good morning to you, too! Keep up ze good work wit' zat well!"
Harle, Salut!
Harle, Bravo! Excellente! Keep up ze good work!
Harle," Non, non...! Monsieur Lynx iz very buzy today!"
Harle, Arghhh... Nah-nah!
Harle, Good morning!
Harle," Sure, but maybe later, non?"
Harle, Phew...
Harle," Oh, good morning, sirène of ze sea! About zat person you were looking for... Leave it to us!"
Harle, Zat iz no problème for Monsieur Lynx.
Harle, Salut!
Harle," So, what iz ze agenda for today?"
Harle, Hm?
Harle," Good morning, Sage!"
Harle," Zere iz not'ing Monsieur Lynx cannot do, non?"
Harle, Oui? What iz it?
Harle, Are you saying...
Harle," Looks like you've kept an eye on him! Well, Monsieur Lynx? How about it? Of course, I will help, too."
Harle, Monsieur Lynx... You will find un way to get your old self back.
Harle," But until zen, let'z do what we can for ze demi-humans here, non?"
Harle," You are needed here. No matter how you look on ze outside, you are you! And zat iz what iz important. Everybody iz looking to you for guidance. You can do it, Monsieur Lynx... I know you can! Don't worry, I will be by your side... Serge..."
Serge," Well, well, well... If it isn't the 3 old farts... I'll hear what you have to say..."
Radius, Listen well! The countless evil deeds you have commited cannot go unpunished! We can no longer allow you to do as you please! Prepare yourself!
Zappa," Ah hear ye be the bastard that killed all the dragoons dead. That's why ah'm here, to avenge me son!"
Fargo," Arg! I, too, am a villain, but me reasons are just! You're nothin' but a disgrace!"
Serge, Hah. I really don't have time to deal with the likes of you...
Kid, Oi! I ain't gonna let you get in the way of Serge's plan!
Serge," That's the way it goes... But I do need to get used to my new body... I'll make a special exception today, and take you on as well."
Radius," Prepare, scoundrel!"
Kid, Hah! Any time you're ready!
Karsh, Teeeen-huuut!
Karsh," General, the time has finally come for the Acacia Dragoons to sally forth!"
Marcy, Can I kill 'em all yet?
Viper, Hmmm...
Viper," Everyone, prepare yourselves to face Serge's army! Long live the pride and honour of the Acacia Dragoons!!!"
Zoah, ARGH!!!
Norris, It appears this battle is unavoidable...
Norris," I am sure the Porre army will strike back in full force... Perhaps this, too, is fate."
Viper, Move out!!!
Serge, Shall we get started...?
Harle, Monsieur Lynx...
Harle," Zis iz a nice change, non? Just taking it eazy. Before, I would travel all over ze place with2 ze other Monsieur Lynx. I've never stayed in one place for so long."
Harle, I wish... it could be like zis a bit longuer...
Harle,
Harle," Time for dinner, non?"
Harle, What would you like ce soir? ~~~Your specialty... ~~~Whatever...
Harle," Oui? Zen I will do mon best! I have to go steal... I mean get some ingredients, so wait here... Mon chéri..."
Kid," Mon chéri, Mon SHMERI!"
Harle, Ooh lah lah... Are you still being shy? You are Monsieur Lynx. Show some confiance. Zis human named Serge no longuer existz in zis world. Just accept it. C'est la vie!
Kid," I see... Serge, too..."
Lynx, ......!!!
Kid, I finally found you...
Harle, Ooh lah lah... You are still alive.
Kid, Of course I am! I have more lives than a cat!
Kid," What are you doin' here anyway, Lynx!? This is pathetic! This whole situation is pissin' me off!"
Harle, Zut! Zat crazy blonde iz disturbing us again.
Kid, Shut up! I ain't here to see you!
Kid," Listen up, Lynx! First you take Lucca, and now Serge! It's time for you to pay!"
Kid," Prepare yerself, Lynx! You ain't gettin' away this time! You're goin' down!"
Serge," Hm? Is something wrong, Kid?"
Kid," Yeah... Looks like we've got company. I'll hold 'em off here. You go on ahead, Serge."
Serge," Fine... I'm counting on you, Kid."
Harle, Kid...
Kid, Not you again...! I thought you were with Lynx!?
Harle," You're......I see... I am in a hurry. Would you mind letting me through, pleaze?"
Kid," Hah! It'll take a little more than a 'pleaze' to let you through. Over my dead body, I say!"
Harle," Kid! It iz senseless for us to fight! We must stop Serge... I mean, Monsieur Lynx!"
Kid, Quit tryin' to talk yer way out of it! I don't like you. It's as simple as that! I don't care if it is senseless for us to fight!
Harle, D'accord... Zen I guess it cannot be helped...
Kid," So you're finally ready to face the music, eh!? Put up yer dukes!"
Old Man, Morning! I hope you don't mind. Oh? Are you here to consult the Record of Fate again? You sure are devoted.
Old Man," Heh heh... There's not much else to do at my age... Oh, please... You're still young! Take your time."
Old Man, Let's see now... H-Holy cow...! A-A-Ahhh This can't be...! H-Help!!! What's wrong?
Old Man, Th-The Record of Fate...
Woman, Oh my!
Old Man, I-It's turned black!
Woman," B-But, why!?"
Old Man, How the heck should I know! I-I'll go call the chief. I hope this isn't a bad omen... C-C-CHIEF...!
Serge, Heh heh heh heh... I've finally made it this far...
Serge, And now! The Frozen Flame is finally in my hands!
Serge, I shall become FATE...! Heh heh heh heh... Hah hah hah hah...!
Riddel, Attention!
Riddel," Good morning, everyone. Go~od mo~rni~ng, Miss Riddel!"
Riddel," And now, a word from our headmaster."
Riddel," It's all yours, daddy."
Acacia Dragoon," Are you sure this was what you wanted, sir?"
Dario, Ahahaha! Look! The kids are bursting with joy! It's hard to believe we live in a barbarous world.
Dario, These are the kids that will shape the next generation. I am sure the general is in full agreement.
Dario," Isn't that right, sir?"
Viper," Hmm? Well, ummm... Ahahahahaha!"
Acacia Dragoon," Shall we start a dragoon youth group, sir?"
Dario, Ahahahahaha!
Acacia Dragoon, Ahahahahaha!
Dario," We must keep it a secret from Riddel, though."
Dario, Ahahahahaha!
Acacia Dragoon," What do we do about the operating costs, sir?"
Dario, No need to worry. I have an idea.
Acacia Dragoon," Oh, you mean..."
Dario," We must keep it a secret from Riddel, though."
Dario, Ahahahahaha!
Riddel, Hmm? What is it? What is so amusing?
Dario," Perhaps we can have Riddel work there, too..."
Acacia Dragoon," Are you serious, sir? I'll be a regular for sure!"
Dario, Ahahahahaha!
Serge," Heh... Looks like this place will soon be a ghost town, too... I can't believe it was recently so full of life... Well, I guess I am responsible for all this... Heh heh heh... It's time we wreak some havoc."
Harle, Serge...!
Serge," What is it, Harle...?"
Harle," All zis walking haz made moi fatigée. Pleaze, let'z rest somewhere."
Kid," Yeah, me too."
Serge, Heh... Fine. We're in no hurry. But I wonder if there's somewhere we can rest in this town...?
Harle, I t'ink zat bar may be open.
Serge," Aaaah...yes. It's hard to believe such a place would still be in business during these wretched times. Well, good for us, I suppose. We may also be able to gather some information..."
Serge," Hmmm... Not too bad for a hole in the wall, don't you think?"
Serge, Hey... Can someone see us to a table?
Luccia," Velcome to the Viper bar! Karsh, Marcy, see dat dey get the best table in the house."
Karsh," Right this way, my beautiful ladies..."
Marcy," Hey, good-looking... Why don't you join me here...?"
Karsh, May I take your order?
Serge," An ice-cold beer! On tap, of course!"
Harle," Non, non, non! You are underage! You may be Lynx on ze inside, but you are still a 17 year old boy!"
Kid," Yeah, I guess so... Don't you have any non-alchoholic specials?"
Karsh," Then may I recommend our house special, 'Galaxy Night?' It is a mellow blend of bellflower and soda that is sure to quench the thirst."
Kid," Yeah, I'll have that one."
Harle," I'll have ze 'Denadoro Mountain Blend.' Oh, and make zat two cream, ten sugar."
Serge," Harle... A little heavy on the sugar, aren't you...?"
Harle," It makez moi sweeter for you, mon chéri...!"
Marcy," Hey, handsome... I'd like one of those 'Galaxy Nights,' too... Won't you buy me a drink?"
Serge," Fine, make that one for her and one for me. That'll be all."
Karsh," Excellent choice, sir."
Karsh," 3 orders of our house special, 'Galaxy Night'... and one Denadoro Mountain Blend...two and ten!"
Solt," Yes, sir!!!"
Luccia, Velcome!
Luccia," Peppor, ve have some customers vaiting."
Peppor, I-I'm shakin' it!
Peppor," R-Right this way, please!"
Peppor, M-May I shake your order?
Peppor, B-Box...? L-Liquid...? O-Ohh... So you wanna shake it and try all the drinks we have here? R-Right away!
Serge, Weirdos...
Harle, Who carez about ze ot'er customerz? Let'z have a toast!
Serge, Yeah... I guess so. Well then... To our glory! CHEERS!
Serge, I just wish this boy Serge was of legal drinking age...
Marcy, May I have another...?
Serge, What? You haven't even finished your drink yet...
Marcy," Oh, the ice all melted while we were having that reeeally nice conversation... I want an ice-cold one... Would that be alright...?"
Serge, Fine...fine... Bring out one more Galaxy Night...
Kid, You guys wanna head out soon?
Harle," Oui! Will you be treating us, Serge?"
Serge," Heh... Fine, fine... But just make sure you keep up the good work!"
Harle," Oui, oui! Of course!"
Serge," Alright, you guys wait for me outside."
Serge," Hey, bring me the check!"
Karsh," Thank you very much, sir!"
Luccia, Please pay at the counter.
Karsh," Ladies, I really enjoyed your company today... Please do stop by again. Here is my card."
Serge," Well, how much?"
Luccia, Only dis much...
Serge," Let's see here... Whoa, we drank quite a bit... Huh? Looks like there's an extra 0 on the total there..."
Luccia, No... Dis is the correct amount.
Serge, You gotta be out of your mind! I don't have that kind of cash on me!
Luccia," If you cannot pay, please step inside our consultation room next door."
Serge, You bet I will! You don't know who you're dealing with...!
Serge," Hey, this price is ridiculous! I'll sue you, you know! ......!?"
Zoah, NO... YOU DO NOT KNOW WHO YOU ARE DEALING WITH.
Karsh, Gah hah hah hah... Easy money...
Marcy, Looks like we'll meet our quota for this month.
Karsh," Yeah... But still, all I wanna know is when we can start wreaking some havoc again! I'm not cut out for this kinda stuff!"
Marcy," So you say, but I know you enjoy being the ladies' man..."
Karsh, W-Whatever!
Harle, How many yearz haz it been since I last vizited...?
Harle, Sigh...
Harle, ......
Harle, ......
Harle, ...... ...Hmmm...
Harle, I wonder if theze flowerz will do...?
Kid, An ancient magical kingdom...? That you destroyed ten thousand years ago...? What are ya talkin' about?
Kid, Stop it... I don't know nothin'! I'm... I'm Kid!! I'm myself and nobody else!!
Norris," If I take this with me back to Porre, there will be even more bloodshed. And yet, it will give us enough power to withstand the other major countries. Is that all I have really desired this whole time...?"
Nikki, Marvelous... It's a truly marvelous tone... It brings out light and darkness within me clearly!
Viper, Hmm... Good Lord! Is there nothing more to life than destroying and defeating one another after all...?
Viper," And only then shall living beings advance forward, to a higher level? The 'survival of the fittest?' Is that the true meaning of evolution?"
Riddel," What an awfully sad light... As long as we are alive, it is impossible to avoid partings. If that is so, then perhaps it would be better if one did not meet others at all... Excuse me? No! It cannot be... Is it you...? It is you! Oh, I am so relieved. You were always by my side, and yet I never noticed..."
Karsh, For crying out loud... Stop it! I know that already! Don't read my mind any further than that!
Zoah," HMPH! WHAT MEANING IS THERE TO A LIFE OF STRIVING AFTER WEALTH AND POWER...? IT IS NO USE TO YOU ONCE YOU DIE! AS FOR ME, I CHOOSE TO LIVE IN BATTLE AND ONE DAY TO DIE IN BATTLE."
Marcy," What? Oh, I already knew that... I know that half of the blood within me is that of a demi-human... And I know that it'll be easier for me if I can accept that fact... What are you, my school counselor or something? Like, tell me something I don't know..."
Korcha, HotCHACHA! This is greatCHA! It feels like firecrackers are going off in my head.
Korcha, I getCHA... I understand it now! All living things are really connected in their hearts! There's nothing to worry about.
Luccia," Ack! Vot power... Dis power is not somet'ing man should possess. yes...it is just as I t'ought. Several civilizations have already been destroyed because of dis immense power... As you said, my friend... Science should only be used for the betterhood of mankind, no!?"
Poshul, Why can't we all be friendth? Ith that tho hard to do?
Poshul," Watch out. Me won't lose againtht any big, bad, ugry enemy!"
Zappa," Aye... These auld bones have seen countless faces of the flame in mah lifetime... But with this un, ah cannae say ah've ever seen more pure and genuine hatred..."
Radius," Ooh... With this power, even an old knight like me could... No! This is the same as what happened before, with the hatred of the Masamune. Oh, Garai...forgive me! I almost made the same grave mistake. What was that...? You say it is behind us now? Is that you, Garai...? Have you forgiven me...?"
Fargo," Ha ha ha!! Arrgh, what are you trying to tell me, Flame? You say that we are all born in sin and all die in sin? Well, I say that is why we should continue to sin, then.... Ha ha ha ha ha! Yet, is not the very reason we go on living so that we can make ammends for our sins!?"
Macha, Why can't we all just be happy for once? If only we could all hold hands and live together in peace and harmony? Why can't people understand this...?
Glenn, You have no right to say such a thing! I am my own person! I will choose my own destiny with my own strength...
Leena, Yes... Yes... I know that what you say may be true.
Leena," But it is because we have such a petty and short life... ...that we all live life to the fullest, for all it's worth! No one, including you -- whoever you are -- has the right to take that away from us..."
Starky, Woowzer! Out of this world...! The liight of the big baang! All starts from heere and all ends heere... What liies beeyond that...?
Van," Mom...!? Is that you I see, Mom!? No, you aren't her! You're just showing me what you think I want to see!"
Sneff," Yes. I know my liffe is ffull off mistakes. But I didn't know back then what I know now, so I have no regrets!"
Steena," This is... divine power! I see... In order to save the many, the few have to be sacrificed... That is the truth...!? It makes us seem oh-so-powerless...! That is the reason why we must live shoulder-to-shoulder and hand-in-hand!"
Doc," Humans are, like, totally powerless, dude! With crafty knowledge we may extend our lives a fraction, but we just extend our suffering, too. But in reality, all we can do is leave ourselves in nature's hands and die the way nature intends us to... That is the awesome truth!? Gnarly!"
Pierre," I understand now! A true hero knows fear... And yet while knowing fear, he still has the courage to put up a fight! If moi lack the caliber to be called such then moi will just have to work harder!"
Norris, You work to be more honest more straight... This world is distorted and crooked. Trying to force your honesty on this crooked world may break you. Beware of that.
Nikki, The reading states that you are a bridge that connects to the other side.
Nikki, A bridge...?
Viper, You will continue to be the rightful lord that you are...
Viper, But I...
Riddel, Deep devotion often makes the impossible possible. I suggest that you keep holding on to your purity.
Riddel, Yes...
Karsh,
Karsh, What the...?
Zoah," I sense deep sadness beneath that mask of yours... In the near future, you, too, shall find your sanctuary of peace..."
Marcy," The reading says, your wish will come true if you purge of your likes and dislikes..."
Korcha," Your fortune reads, that it is a hopeless love... I'm sorry, but you've got to give up."
Korcha, Arrgh!!! Don't give me such boloney!
Luccia, You shall always be under the watchful eye of your former master...
Poshul," Beware of fat and of over-eating... Well, I guess that goes without saying."
Poshul, PO-SHU-SHU!!!
Zappa," You shall encounter the two things you seek... But be careful, for one of them is what you seek only in appearance."
Radius," The many lines laid before you, shall all merge into one..."
Fargo, Take away the mirror of falsity and reflect your image on the mirror of truth. You will then regain your true self.
Macha," It reads that, as a mother, you should set an example for your children."
Glenn," If I were to equate you to something, you would be the moon."
Glenn, Moon...?
Leena," It says, you will not find a boyfriend for a long time. Fortunetelling is such a merciless thing..."
Leena, How rude!
Harle," In your eyes, I perceive... both the look of a beauty and the look of a beast. Be mindful not to bring about your own end. The truth is beginning to reach out to engulf you."
Starky, My word! You are fated to make a grave choice. Whatever will be selected will be decided from the actions of those around you.
Van," Take good care of the ones who love you, my boy."
Van, Humph!
Sneff," You shall once again open your wings in the free world, says the fortune."
Steena," Hmph, it's useless for a spiritualist to have their fortune read."
Doc, Do not linger on your mistakes in the past. Humans must always look to the future...
Pierre, There are such things as major comebacks in this world... It's all about luck and having everything turn around when things are at their worst. You have that potential in you.
System, Received Janice's What'sUpDoc!
System, The time will come for the doorway to open.
System,
System,
Member, Looks like the Dragon doesn't exist in this world.
Member, But Member... What's that thing on the ledge up there? I don't think we've ever seen a monster like that before...
Member, It's coming down!
Kid, Great! That decides it then! We're real good mates now!
Kid," Oh, and Serge. Don't go tryin' any funny stuff just cuz I'm cute'n all!"
Kid," Sheeze! Well, have it yer way, mate!"
Poshul, PO-SHU-SHU!
Poshul, PO-SHU!? Me didn't know you could die... What a thurprithe...!
Poshul," Excuthe I, but are you rearry thuppothed to be a rucky charm? You theem kind of fishy..."
Poshul, ...... Thorry I athked...
Poshul," Wait for I! Me am coming, too! A field trip we will go! A field trip we will go! Hi-ho the merry-o, a field trip we will go!"
System, Poshul joined your party!
Member," Hey, don't you have any clue where we should go?"
System, Serge falls Sound of a gong Whistle The event is temporary until map is final.
System, Member found Item!4)Item!ARTY0% found
Poshul, PO-SHU? Could that be the voice of the evil dwarveth we were warned about?
Glenn, Father...!? But why...?
Radius, Glenn... This must have been hard on you... Forgive me.
Glenn, ......
Radius," The sword is a reflection of one's soul. How I pity you... You've done no wrong, either. Press button to quit Press button for next action --------DUMMY END--------"
Harle," Ooh la lah! Zere iz so much havoc going on in zis world, too! Not bad, Serge! You've wiped out ze whole island."
Luccia, No... It cannot be...! Grobyc!?
Member, You know him?
Luccia," yes... He is a Super Mensch on vhom my brother vas vorking on vhile I vas in Porre. I t'ought it vas destroyed when the lab blew up, 3 years ago..."
Luccia, Dat vas not my brother's true intention!
Luccia," You are responsible for dat explosion, are you not!?"
Luccia, Grobyc... You saved us...?
Luccia," But vhy...? Vhy did you kill my brotter, yet save us?"
Luccia, I... see... Dat sounds like something my brotter vould do...
Luccia, I vant you to kom to my lab. I may be able to help you dere.
Karsh, I can't believe they've taken it!
Harle," You boyz are strong to have beaten the Sky Dragon, non?"
Harle, But alas... You cannot gain the  divine protection of the  6 Dragonz in t'at form.
Harle, Hmm. So th1is iz the  Sky Dragon. I feel...un peu nostalgique... Why do I t'ink th1is way...?
Harle, Nobody wantz to know the truth. th1ey only look for a lie to make th1em feel at eaze.
Harle," C'mon Monsieur Serge, pleaze take moi wit' you sometimez, too!"
Kid, That's it!!!
Kid, That's why Lynx stole your form!
Kid, Yeah... ...Along with the Frozen Flame.
Kid, ......
Leena," Sorry, still in the works, probably won't use."
Kid, In the making.
Marcy, Can I kill 'em all yet?
Harle, Se taire! Shut up...!
Harle, Under construction.
Kid, Under construction.
Old Man," Well now... You're in Arni. What brings you here to this quiet, seaside village...? Oh, it's you, Serge. Just don't be goin' near Hydra Marshes to the east if you go outside. Don't want you to run into those evil dwarves and that Hydra, now. Say, why don't you go talk to the village chief before you set out? His house is just past those gates down yonder. By the way, Serge... You'll be turning 17 pretty soon, no? What do you say we men head out to sea and take on a lion shark!? Only when you've defeated a lion shark can you call yourself a true man of the sea! Hehehe...!"
System," ~~~Sure, take it! ~~~No way! ~~~Sell it for 1,000G"
Woman," Why, hello there, Serge! Can I interest you in something? I have some great Elements. Would you like to take a look?"
System," ~~~No, thank you ~~~Show me your Elements ~~~Show me your Weapons/Armor"
Woman, Oh... Oh well... Come again sometime. Sure! Just one second... Thanks. Come again.
Woman," Oh my! If I were 20 years younger, I would have gladly accepted it. You hold onto that, Serge. Save it for someone special."
System,
Woman," Oh, looks like you found it.030 Oh well... Go ahead, take it. It's on me."
Old Man," Yes, I know. I wonder if those outsiders are back digging, now that the rain's let up? They must be conducting some kind of investigation up there in Fossil Valley. I can't comprehend outsiders. Why would they want to dig up a place like that?"
Man," Yo, Serge. What do you think of this sawfish!? Have you ever seen one this size!? Hah! This has got to be from the legendary Dragon King Palace! Wouldn't you agree, Serge? ~~~Hah, you wish! ~~~You're probably right! Yeah... I guess legends are meant to be legends... Yeah, that definitely would've been too good to be true... Oh well! At least I know for sure that this one's a biggie! Live an honest life, and something good is bound to happen. Hahaha! You think so, too!? I knew it! I just knew it! If it really is true... then from here on out, happiness will be rolling into my life! Business will pick up, money will start pouring in... I'll be able to repair my roof, varnish my boat, buy a new sail... Eat as much squid gut pasta as I want up in Termina... Ahhh... Life is good... Yeah, right...! Who am I kidding? That would definitely be too good to be true! But thanks anyway, Serge. Hahaha... Thanks for playing along. Here's a little something for you. Give it to a girl you like."
Old Man," Zzzz... Zzzzzzz...? Ughh...? Oh, it's you, Serge. Beautiful day, huh? You caught me dozin' off there. By the way, Serge? Do you like the sea? ~~~Yes ~~~Not really... Oh, really? Yeah, the sea sure is great. But just remember, Serge, don't take the sea too lightly. Usually, you'll find the sea to be vast, deep... full of strength and energy, yet kind and gentle. But once it becomes angry, it can turn into the most frightening monster you've ever seen, engulfing everything... Close your eyes and prick up your ears. Can you hear the cries of countless men swallowed by the sea? The hidden secret the sea whispers? I recommend you learn to sense the mood of the sea. That's if you don't want to join the fellows already on the bottom. Oh, really... Well, I guess that's fine. You're entitled to your opinion. But listen to me now and believe me later, Serge. Life on this planet was born of the sea and will eventually return to it. Even our blood is mostly sea water. That has been the contract between the sea and all living creatures since ancient times. No one can defy this rule... Everyone will one day return to the sea. Just keep that in the back of your mind. Hey, Serge. I recommend you learn to sense the mood of the sea. One as young as you shouldn't end up on the sea floor. It shouldn't be too long now before my day will come to return to the sea... When that time comes, I would like to drift away humming a quiet tune... I haven't been to Water Dragon Isle in a while. You can catch great fishies over there! But I only go there once in a blue moon. I want to leave them in peace..."
Girl," Hey, Sergey? Wanna hear a secret? It's about Poshul. ~~~Sure, tell me! ~~~Nah, that's OK Ok, but keep it a secret, OK? Ready? Poshul is such a pig when it comes to eating. She'll do anything if she's fed her favorite dish. Very unlady-like, isn't it? Tempted by food... What? What's Poshul's favorite dish? I can't tell you that! It's a secret between us ladies! Fine!"
Poshul," Oh, hi Serge.. Me am a bit busy right now. Have you already met up with Leena? Me think she wath by the pier."
Poshul, Me am a bit busy right now. Maybe next time.
Poshul, Yeth? What ith it?
Girl," It's boring playing alone. Come on, Poshul, let's play!"
Poshul," Me am thorry. Me am a bit busy right now. We'll play later, OK?"
Girl, How boring!
Man," The Record of Fate tells me not to go out to sea today. That's why I'm here for the chief's lecture. Go against the Record of Fate and you'll regret it for sure. Days like this, it's best to take it easy! We should all live in harmony with fate. Is that a Komodo dragon scale? It's really popular among girls these days, isn't it? It means nothing to me, though. The Record of Fate makes no mention of it."
System,
